序號,是否離職,年齡,性別,婚姻狀態,是否有大學學歷,是否有碩士學歷,是否有博士學歷,最高學歷學校等級,外部經歷總公司數,外部經歷總年資,集團年資,公司年資,一級主管序號,是否為主管,廣義管理幅度,狹義管理幅度,職位層級,是否為STEM人才,是否有兼職,距上次升遷時長,單位,單位層級,單位_第一層,單位_第二層,單位_第三層,個性分群,職能強項,職能弱項,職能驚喜,職能盲點,績效,是否為關鍵人才
808,1,32,女性,已婚,YES,NO,NO,其他,3,6.467579909,1.246118721,1.246118721,5,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,樂觀關係型,對話力,學習力,工作管理,,5,TRUE
809,1,22,男性,未婚,,,,,0,0,0.65456621,0.65456621,749,FALSE,0,0,一般專業人員,TRUE,FALSE,1.9,0DC0100,科,0DC0000,0DC0100,,保守穩定型,促進團隊成功 對話力,敏捷力 學習力,,,6,TRUE
810,1,24,女性,未婚,,,,,0,0,1.519178082,1.519178082,749,FALSE,0,0,一般專業人員,TRUE,FALSE,1.9,0DC0100,科,0DC0000,0DC0100,,保守穩定型,促進團隊成功 對話力,敏捷力,,,5.3,TRUE
811,1,30,女性,未婚,YES,NO,NO,,0,0,0.005479452,0.005479452,744,FALSE,0,0,行政人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,,促進團隊成功,敏捷力,,學習力,4,FALSE
812,1,22,男性,未婚,,,,,0,0,0.643607306,0.643607306,749,FALSE,0,0,一般專業人員,TRUE,FALSE,1.3,0DC0100,科,0DC0000,0DC0100,,外向開放型,促進團隊成功,,,,4.8,TRUE
813,1,38,男性,未婚,YES,YES,NO,其他,2,9.921004566,2.893607306,2.893607306,1578,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,外向開放型,,,,,,
814,1,29,男性,未婚,YES,NO,NO,其他,2,3.43196347,3.188584475,3.188584475,1553,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,保守穩定型,促進團隊成功 對話力,,,,3.7,FALSE
815,0,32,女性,未婚,YES,NO,NO,二級,2,6.912785388,2.874429224,2.79109589,744,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC0100,科,0DC0000,0DC0100,,正向領導型,,學習力,,,6,TRUE
816,1,31,女性,未婚,YES,YES,NO,一級,4,5.432420091,0.336073059,0.336073059,5,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,外向開放型,,,,促進團隊成功,4.6,TRUE
817,0,35,男性,未婚,NO,YES,NO,一級,1,1.998858447,5.149086758,5.149086758,1583,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,樂觀關係型,,,,,,
818,0,41,女性,未婚,YES,NO,NO,一級,1,3.829452055,5.143607306,2.160045662,1585,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,樂觀關係型,,,,,,
819,1,26,男性,未婚,YES,NO,NO,其他,3,2.388584475,2.579452055,2.579452055,673,FALSE,0,0,一般專業人員,TRUE,TRUE,0.9,0DC0100,科,0DC0000,0DC0100,,保守穩定型,促進團隊成功,學習力,對話力,,4.3,FALSE
820,1,34,女性,已婚,NO,NO,YES,一級,3,4.883105023,3.258219178,3.258219178,83,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,樂觀關係型,,,,,3.8,FALSE
821,1,30,男性,未婚,,,,,1,1.599771689,0.097031963,0.097031963,663,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC0100,科,0DC0000,0DC0100,,保守穩定型,,問題分析與解決,,,3.8,FALSE
822,1,24,女性,未婚,YES,NO,NO,二級,0,0,0.530136986,0.530136986,64,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0100,科,0DC0000,0DC0100,,樂觀關係型,促進團隊成功,學習力,工作管理,,4.2,TRUE
823,1,27,女性,未婚,YES,NO,NO,其他,1,0.221461187,2.226940639,2.226940639,759,TRUE,1,1,中階/專案主管,TRUE,FALSE,1.9,0DC3000,部,0DC0000,0DC3000,,正向領導型,建立夥伴關係,,促進變革與創新,,5.8,TRUE
824,1,23,女性,未婚,YES,NO,NO,一級,0,0,1.177625571,1.177625571,64,TRUE,18,18,基層/專案主管,TRUE,FALSE,2.9,0DC6400,科,0DC0000,0DC6000,0DC6400,,,指導與發展人才,,,5.8,TRUE
825,1,38,男性,已婚,YES,YES,NO,,5,8.233333333,1.487899543,1.487899543,681,FALSE,0,0,資深專業人員,TRUE,FALSE,7.2,0DC3300,科,0DC0000,0DC3000,0DC3300,樂觀關係型,,,,,,
826,0,35,男性,未婚,YES,YES,NO,二級,3,5.488356164,5.057534247,5.057534247,1580,FALSE,0,0,中階/專案主管,TRUE,FALSE,,0DC3000,部,0DC0000,0DC3000,,正向領導型,敏捷力 學習力,建立夥伴關係,,,,
827,0,39,男性,已婚,YES,YES,NO,一級,5,12.77899543,6.207762557,2.90456621,951,FALSE,0,0,基層/專案主管,TRUE,FALSE,,0DC3300,科,0DC0000,0DC3000,0DC3300,,學習力,建立夥伴關係,計劃與組織能力,,,
828,1,32,男性,未婚,YES,NO,NO,二級,2,4.26803653,3.024657534,3.024657534,83,TRUE,12,12,中階/專案主管,TRUE,TRUE,0.9,0DC6200,科,0DC0000,0DC6000,0DC6200,,,,,,6,TRUE
830,0,38,男性,已婚,YES,YES,NO,其他,2,6.362328767,5.035616438,5.035616438,241,TRUE,10,10,資深專業人員,TRUE,TRUE,1.9,0DC6100,科,0DC0000,0DC6000,0DC6100,保守穩定型,學習力,,,持續改善,5.8,TRUE
831,1,27,男性,未婚,YES,NO,NO,其他,1,2.960502283,0.196803653,0.196803653,1554,FALSE,0,0,一般專業人員,TRUE,FALSE,0.2,0DC3400,科,0DC0000,0DC3000,0DC3400,正向領導型,,,,,5,TRUE
832,1,37,男性,已婚,YES,NO,NO,其他,4,11.72739726,0.252739726,0.252739726,663,TRUE,21,21,資深專業人員,TRUE,TRUE,,0DC3500,科,0DC0000,0DC3000,0DC3500,樂觀關係型,計劃與組織能力,,學習力,,5.4,TRUE
833,0,37,女性,未婚,YES,NO,NO,一級,3,4.333333333,4.946803653,4.946803653,681,TRUE,18,17,基層/專案主管,TRUE,TRUE,0.9,0DC3300,科,0DC0000,0DC3000,0DC3300,正向領導型,,,,,5.5,TRUE
834,1,25,男性,未婚,,,,,0,0,0.25,0.25,1554,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3400,科,0DC0000,0DC3000,0DC3400,外向開放型,,,,,3.3,FALSE
835,1,34,男性,未婚,YES,YES,NO,二級,3,6.575570776,1.368949772,1.368949772,1545,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC3400,科,0DC0000,0DC3000,0DC3400,外向開放型,,,,,,
836,1,29,男性,未婚,YES,NO,NO,其他,2,3.661643836,2.169406393,2.169406393,1546,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC3400,科,0DC0000,0DC3000,0DC3400,外向開放型,,,,,,
837,1,35,男性,,NO,YES,NO,二級,2,1.04109589,1.065753425,1.065753425,749,TRUE,10,10,基層/專案主管,TRUE,TRUE,,0DC3700,科,0DC0000,0DC3000,0DC3700,保守穩定型,,,,,5.5,TRUE
838,1,24,男性,未婚,,,,,0,0,0.25,0.25,1554,TRUE,11,11,資深專業人員,TRUE,TRUE,,0DC6300,科,0DC0000,0DC6000,0DC6300,保守穩定型,,,,,5.1,TRUE
839,1,30,男性,未婚,YES,YES,NO,一級,0,0,2.912785388,2.912785388,1580,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,,,對話力,4,FALSE
840,1,26,男性,未婚,YES,YES,NO,,0,0,0.882648402,0.882648402,1553,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,計劃與組織能力,持續改善,,4.7,TRUE
841,0,43,男性,已婚,YES,NO,NO,其他,7,17.5739726,2.240639269,2.229680365,1587,FALSE,0,0,資深專業人員,TRUE,TRUE,0.9,0DC2100,科,0DC0000,0DC2000,0DC2100,,促進團隊成功 對話力,,,,5,TRUE
842,1,27,男性,未婚,YES,YES,NO,其他,0,0,2.468721461,2.468721461,1553,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,,促進團隊成功,,,敏捷力,4,FALSE
843,0,32,女性,已婚,YES,NO,NO,其他,0,0,4.191324201,4.191324201,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,,,,3.4,FALSE
844,1,24,女性,未婚,,,,,0,0,0.15456621,0.15456621,1574,FALSE,0,0,資深專業人員,TRUE,FALSE,0.8,0DC2100,科,0DC0000,0DC2000,0DC2100,外向開放型,,學習力,,對話力,4.8,TRUE
845,0,28,女性,未婚,YES,NO,NO,其他,1,0.416666667,4.818493151,4.818493151,681,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,促進團隊成功,學習力,,,,
846,0,32,女性,未婚,YES,YES,NO,一級,0,0,1.885388128,1.829452055,1535,FALSE,0,0,一般專業人員,TRUE,TRUE,0.9,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,工作管理,,,促進團隊成功,4,FALSE
847,1,30,男性,未婚,YES,YES,NO,一級,2,4.859589041,0.218721461,0.218721461,1537,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,,,,,,
848,0,39,男性,未婚,YES,YES,NO,一級,1,8.785616438,4.79109589,4.79109589,733,FALSE,0,0,資深專業人員,TRUE,TRUE,1.9,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,,指導,學習力,敏捷力,4.7,TRUE
849,1,27,男性,未婚,YES,NO,NO,一級,0,0,0.987899543,0.987899543,567,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,,,,4.9,TRUE
850,1,24,男性,未婚,YES,NO,NO,其他,0,0,0.987899543,0.987899543,567,FALSE,0,0,一般專業人員,TRUE,TRUE,0.9,0DC2100,科,0DC0000,0DC2000,0DC2100,外向開放型,工作管理,,,對話力,5,TRUE
851,0,47,男性,已婚,YES,YES,NO,其他,9,15.7260274,4.746118721,4.746118721,1553,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,,,學習力,促進團隊成功,4.5,TRUE
852,0,31,女性,已婚,NO,YES,NO,一級,0,0,4.90456621,4.90456621,213,FALSE,0,0,一般專業人員,TRUE,FALSE,1,0DC2100,科,0DC0000,0DC2000,0DC2100,,學習力,,對話力,,4.3,FALSE
853,1,30,男性,未婚,YES,NO,NO,一級,0,0,0.829452055,0.829452055,745,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,,,,計劃與組織能力,,4,FALSE
854,1,29,男性,未婚,YES,YES,NO,二級,0,0,3.255479452,3.255479452,1580,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,,,,,5,TRUE
855,0,35,女性,已婚,YES,YES,NO,二級,3,5.831050228,3.740639269,3.740639269,830,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,外向開放型,工作管理,,,,5,TRUE
856,1,29,男性,,YES,NO,NO,其他,0,0,0.433105023,0.433105023,1574,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,對話力,,,4.6,TRUE
857,0,54,女性,未婚,YES,NO,NO,二級,6,12.53926941,4.740639269,4.740639269,1013,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,外向開放型,,工作管理,,,5.6,TRUE
858,1,26,男性,未婚,YES,YES,NO,一級,0,0,1.579452055,1.162785388,1553,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,促進團隊成功,,工作管理,對話力,4,FALSE
859,1,27,男性,未婚,YES,YES,NO,一級,0,0,2.329452055,2.329452055,1546,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,學習力,工作管理 對話力,,,4.4,FALSE
860,1,25,男性,未婚,YES,NO,NO,其他,1,0.802054795,0.412785388,0.412785388,64,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,促進團隊成功,工作管理,,,4,FALSE
862,0,42,男性,未婚,YES,YES,NO,二級,4,9.185159817,4.715981735,4.715981735,1570,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,正向領導型,,問題分析與解決,,對話力,3,FALSE
863,1,30,男性,已婚,YES,YES,NO,其他,2,2.609589041,1.813013699,1.813013699,673,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,,,,,4,FALSE
864,1,28,男性,未婚,YES,YES,NO,二級,0,0,0.955022831,0.955022831,1553,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,學習力,工作管理 對話力,,,4,FALSE
865,0,30,女性,已婚,YES,YES,NO,一級,0,0,4.699543379,4.699543379,681,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,工作管理,學習力,,,4,FALSE
866,1,38,男性,已婚,YES,YES,NO,二級,4,10.5,0.815753425,0.815753425,1545,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,保守穩定型,促進團隊成功 對話力,,,,4,FALSE
867,1,28,男性,未婚,YES,NO,NO,其他,2,3.40890411,1.737899543,1.737899543,673,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,,,,,,
868,1,40,男性,已婚,YES,YES,NO,其他,2,4.449543379,2.274657534,2.274657534,1553,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,樂觀關係型,,,,,,
869,1,24,女性,未婚,YES,NO,NO,其他,0,0,0.460502283,0.460502283,1574,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC2100,科,0DC0000,0DC2000,0DC2100,外向開放型,,,,,,
870,1,23,男性,未婚,,,,,0,0,0.180365297,0.180365297,1458,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC2100,科,0DC0000,0DC2000,0DC2100,外向開放型,,,,,,
871,1,21,男性,,,,,,0,0,0.180365297,0.180365297,1559,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC7400,科,0DC0000,0DC7000,0DC7400,保守穩定型,,,,,5.8,TRUE
872,1,26,男性,,,,,,0,0,1.016438356,1.016438356,749,TRUE,7,7,基層/專案主管,TRUE,FALSE,0.9,0DC7100,科,0DC0000,0DC7000,0DC7100,外向開放型,,指導與發展人才,,,5.5,TRUE
873,1,23,女性,未婚,,,,,0,0,0.183105023,0.183105023,1523,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7400,科,0DC0000,0DC7000,0DC7400,樂觀關係型,,,,,,
874,1,22,女性,未婚,,,,,0,0,0.180365297,0.180365297,1551,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7400,科,0DC0000,0DC7000,0DC7400,保守穩定型,,,,,,
875,1,24,女性,,,,,,0,0,0.180365297,0.180365297,744,TRUE,19,19,基層/專案主管,TRUE,TRUE,3.9,0DC7300,科,0DC0000,0DC7000,0DC7300,樂觀關係型,建立夥伴關係 敏捷力,,,,5.2,TRUE
876,1,23,男性,,,,,,0,0,0.183105023,0.183105023,1523,TRUE,23,23,資深專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,外向開放型,促進團隊成功,學習力,,,6,TRUE
877,1,22,男性,未婚,,,,,0,0,0.183105023,0.183105023,690,FALSE,0,0,一般專業人員,TRUE,FALSE,0.6,0DC0A00,科,0DC0000,0DC0A00,,樂觀關係型,,,促進團隊成功 敏捷力,,4.5,TRUE
878,1,23,女性,,,,,,1,0.083333333,0.180365297,0.180365297,1542,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC0A00,科,0DC0000,0DC0A00,,樂觀關係型,促進團隊成功 對話力,敏捷力,,,,
879,1,22,女性,未婚,,,,,0,0,0.180365297,0.180365297,1453,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7400,科,0DC0000,0DC7000,0DC7400,外向開放型,,問題分析與解決 敏捷力,,,3,FALSE
880,1,22,女性,未婚,,,,,0,0,0.180365297,0.180365297,409,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7400,科,0DC0000,0DC7000,0DC7400,正向領導型,,,,,,
881,1,28,男性,未婚,YES,YES,NO,一級,1,0.543835616,0.476940639,0.476940639,1574,FALSE,0,0,一般專業人員,FALSE,FALSE,0.3,09C3000,部,09C0000,09C3000,,,,,,,,
882,1,28,男性,已婚,YES,YES,NO,一級,0,0,3.419406393,1.052054795,1571,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C0200,科,03C0000,03C0200,,,,,,,,
883,1,33,男性,未婚,YES,YES,NO,一級,1,2.666666667,3.879908676,3.879908676,1580,FALSE,0,0,一般專業人員,FALSE,FALSE,,04C0600,科,04C0000,04C0600,,,,,,,,
884,1,34,男性,未婚,YES,YES,NO,一級,4,6,2.207762557,2.207762557,1553,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C0200,科,03C0000,03C0200,,,,,,,,
885,1,28,男性,,YES,NO,NO,二級,2,3.083333333,1.769178082,1.769178082,5,FALSE,0,0,基層/專案主管,FALSE,FALSE,,03C0300,科,03C0000,03C0300,,,,,,,3.3,FALSE
886,1,34,女性,未婚,YES,YES,NO,一級,1,1.916666667,3.347031963,0.060273973,1538,FALSE,0,0,資深專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
887,1,31,男性,未婚,YES,NO,NO,其他,3,3.83652968,2.552054795,1.086073059,233,FALSE,0,0,一般專業人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
888,1,31,男性,未婚,YES,YES,NO,其他,1,4.669406393,2.313013699,2.313013699,1588,FALSE,0,0,一般專業人員,FALSE,FALSE,2.5,03C2100,科,03C0000,03C2000,03C2100,,,,,,5,TRUE
889,1,34,女性,已婚,YES,YES,NO,二級,1,2.729680365,1.893607306,1.893607306,778,FALSE,0,0,一般專業人員,FALSE,FALSE,1.8,03C2100,科,03C0000,03C2000,03C2100,,,,,,5.5,TRUE
890,0,27,女性,未婚,YES,NO,NO,二級,0,0,4.665525114,4.665525114,895,FALSE,0,0,一般專業人員,FALSE,FALSE,1,03C0300,科,03C0000,03C0300,,,,,,,4.2,FALSE
891,1,34,男性,,YES,YES,NO,其他,4,5.833333333,1.124429224,1.124429224,1545,FALSE,0,0,行政人員,FALSE,FALSE,,03C2100,科,03C0000,03C2000,03C2100,,,,,,,
892,1,28,女性,未婚,YES,YES,NO,一級,0,0,2.62716895,0.807534247,1553,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,保守穩定型,,,,,4.2,FALSE
893,0,26,女性,未婚,YES,YES,NO,一級,3,0.833333333,2.755479452,1.546575342,1532,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,外向開放型,,工作管理,,,4,FALSE
894,0,29,男性,未婚,YES,NO,NO,一級,0,0,4.672146119,2.707762557,185,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,外向開放型,促進團隊成功,,工作管理,,3.8,FALSE
895,0,33,男性,已婚,YES,YES,NO,二級,2,4.75,4.669406393,4.116210046,83,FALSE,0,0,資深專業人員,TRUE,FALSE,,0DC7200,科,0DC0000,0DC7000,0DC7200,外向開放型,,,,,,
896,1,29,男性,未婚,YES,NO,NO,其他,1,1.010958904,3.871689498,3.871689498,681,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,,對話力,,,敏捷力,4.3,TRUE
897,0,34,女性,已婚,YES,NO,NO,其他,3,7.744977169,4.546575342,4.546575342,203,FALSE,0,0,一般專業人員,TRUE,TRUE,2.9,0DC7200,科,0DC0000,0DC7000,0DC7200,,促進團隊成功,,,敏捷力,5,TRUE
898,0,47,男性,已婚,YES,YES,NO,其他,6,16.72146119,2.910045662,2.910045662,1584,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC7200,科,0DC0000,0DC7000,0DC7200,,工作管理,學習力,,,5,TRUE
899,1,23,男性,未婚,YES,YES,NO,一級,0,0,0.065753425,0.065753425,64,FALSE,0,0,一般專業人員,TRUE,TRUE,1.9,0DC7200,科,0DC0000,0DC7000,0DC7200,樂觀關係型,,敏捷力,,,5,TRUE
900,0,32,男性,未婚,YES,NO,NO,其他,7,13.95091324,0.998858447,0.915525114,1545,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,樂觀關係型,,工作管理 對話力,,,4,FALSE
901,0,39,男性,,YES,YES,NO,二級,4,6.852511416,4.493378995,4.493378995,179,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,保守穩定型,,,,對話力,3.4,FALSE
902,0,37,男性,,YES,YES,NO,二級,2,2.094292237,4.493378995,4.493378995,83,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,樂觀關係型,,,,,4,FALSE
903,0,33,男性,,YES,NO,NO,二級,1,1.25,4.496118721,4.496118721,1581,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,保守穩定型,,,,,,
904,1,29,男性,,YES,YES,NO,其他,2,2,0.433105023,0.433105023,5,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,保守穩定型,學習力,對話力,,,4,FALSE
905,0,26,女性,未婚,YES,YES,NO,一級,1,0.583333333,0.624429224,0.624429224,465,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,外向開放型,,,,,4,FALSE
906,1,31,女性,已婚,YES,YES,NO,一級,0,0,3.591552511,3.591552511,1583,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,樂觀關係型,對話力,敏捷力,促進團隊成功,,3,FALSE
908,1,30,女性,,YES,NO,NO,二級,0,0,3.560273973,3.560273973,1532,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,樂觀關係型,敏捷力,學習力,,,5,TRUE
909,1,22,男性,未婚,NO,NO,NO,其他,0,0,0.162785388,0.162785388,411,FALSE,0,0,資深專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,保守穩定型,,,,,4,FALSE
910,1,23,女性,未婚,YES,NO,NO,其他,0,0,0.510958904,0.510958904,1559,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,外向開放型,促進團隊成功,敏捷力,對話力,,3,FALSE
911,1,52,女性,,YES,NO,NO,其他,0,0,0.162785388,0.162785388,411,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,保守穩定型,,,,,3.6,FALSE
912,1,31,女性,未婚,YES,NO,NO,其他,0,0,0.162785388,0.162785388,411,FALSE,0,0,一般專業人員,TRUE,FALSE,,0DC7200,科,0DC0000,0DC7000,0DC7200,樂觀關係型,敏捷力 學習力,對話力,,,4,FALSE
913,0,36,男性,已婚,YES,YES,NO,一級,3,5.919863014,4.399086758,2.313013699,233,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,正向領導型,促進團隊成功 對話力,,,,3,FALSE
914,0,36,男性,,YES,NO,NO,其他,3,8.666666667,4.399086758,4.399086758,830,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,外向開放型,,,,,3,FALSE
915,1,30,女性,已婚,YES,YES,NO,一級,1,1.082191781,1.974200913,1.974200913,194,FALSE,0,0,一般專業人員,TRUE,TRUE,,0DC7200,科,0DC0000,0DC7000,0DC7200,保守穩定型,,,,,,
916,1,33,女性,未婚,YES,YES,NO,其他,4,4.317808219,2.571232877,2.571232877,83,FALSE,0,0,一般專業人員,FALSE,FALSE,,02C0000,處,02C0000,,,,,,,,,
917,0,41,男性,已婚,YES,NO,NO,其他,5,11,4.399086758,4.399086758,179,FALSE,0,0,高階主管,FALSE,FALSE,,02C0000,處,02C0000,,,,,,,,,
918,1,39,女性,未婚,YES,NO,NO,其他,4,12.91050228,3.582191781,2.651826484,1583,FALSE,0,0,一般專業人員,FALSE,FALSE,0.9,01C1000,部,01C0000,01C1000,,,,,,,,
919,0,34,女性,,YES,NO,NO,其他,4,8.252739726,2.071232877,1.987899543,1588,FALSE,0,0,基層/專案主管,FALSE,FALSE,,01C1000,部,01C0000,01C1000,,,,,,,4.2,FALSE
920,1,32,女性,未婚,YES,NO,NO,一級,3,5.333789954,2.410045662,2.410045662,681,TRUE,18,17,中階/專案主管,FALSE,FALSE,9.1,08C0000,處,08C0000,,,,,,建立夥伴關係,敏捷力,6,TRUE
921,0,30,女性,未婚,YES,NO,NO,其他,2,4.411643836,4.399086758,4.399086758,83,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C1000,部,01C0000,01C1000,,,促進團隊成功,,,,4,FALSE
922,1,28,男性,,YES,NO,NO,其他,3,2.75,1.530136986,1.530136986,1556,FALSE,0,0,一般專業人員,FALSE,FALSE,,01C1000,部,01C0000,01C1000,,,,,,,,
923,1,31,女性,,YES,NO,NO,其他,2,4.323972603,1.597031963,1.597031963,681,FALSE,0,0,高階主管,FALSE,FALSE,,01C1000,部,01C0000,01C1000,,,,,,,,
924,1,24,女性,未婚,YES,NO,NO,一級,0,0,0.293835616,0.293835616,1559,FALSE,0,0,基層/專案主管,FALSE,FALSE,,01C1000,部,01C0000,01C1000,,,,,,,,
925,0,37,男性,已婚,YES,YES,NO,其他,1,4.5,4.357990868,1.729680365,233,FALSE,0,0,一般專業人員,FALSE,FALSE,,08C0000,處,08C0000,,,,,敏捷力,促進團隊成功,,,
926,1,28,男性,,YES,YES,NO,一級,1,1.054794521,0.36347032,0.36347032,64,FALSE,0,0,一般專業人員,FALSE,FALSE,0.1,08C0000,處,08C0000,,,,,,,,,
927,1,35,男性,已婚,YES,YES,NO,一級,2,8.212100457,0.61347032,0.61347032,1545,FALSE,0,0,一般專業人員,FALSE,FALSE,,08C0000,處,08C0000,,,,,,對話力,敏捷力 學習力,3.3,FALSE
928,1,36,男性,已婚,YES,YES,NO,其他,3,8.616666667,1.933105023,1.933105023,663,TRUE,3,3,中階/專案主管,FALSE,FALSE,3.8,01C1000,部,01C0000,01C1000,,樂觀關係型,,促進變革與創新 對話力,,,5.2,TRUE
